Period,Pond,MeasuredDate,Serial,Julian,Temp
Contemporary,KSS,,,361,5.45
Contemporary,KSS,,,361,5.45
Contemporary,KSS,,,361,5.45
Contemporary,KSS,,,361,5.45
Contemporary,KSS,,,361,5.45
Contemporary,KSS,,,361,5.45
Contemporary,KSS,,,361,5.45
Contemporary,KSS,,,361,5.45
Contemporary,KSS,,,361,5.347
Contemporary,KSS,,,361,5.347
Contemporary,KSS,,,361,5.347
Contemporary,KSS,,,362,5.347
Contemporary,KSS,,,362,5.347
Contemporary,KSS,,,362,5.347
Contemporary,KSS,,,362,5.347
Contemporary,KSS,,,362,4.831
Contemporary,KSS,,,362,5.141
Contemporary,KSS,,,362,5.244
Contemporary,KSS,,,362,5.244
Contemporary,KSS,,,362,5.244
Contemporary,KSS,,,362,5.244
Contemporary,KSS,,,362,5.347
Contemporary,KSS,,,362,5.347
Contemporary,KSS,,,362,5.347
Contemporary,KSS,,,362,5.347
Contemporary,KSS,,,362,5.347
Contemporary,KSS,,,362,5.347
Contemporary,KSS,,,362,5.347
Contemporary,KSS,,,362,5.347
Contemporary,KSS,,,362,5.347
Contemporary,KSS,,,362,4.519
Contemporary,KSS,,,362,4.415
Contemporary,KSS,,,362,4.727
Contemporary,KSS,,,362,4.831
Contemporary,KSS,,,362,5.037
Contemporary,KSS,,,363,5.037
Contemporary,KSS,,,363,5.037
Contemporary,KSS,,,363,5.037
Contemporary,KSS,,,363,5.141
Contemporary,KSS,,,363,5.141
Contemporary,KSS,,,363,5.141
Contemporary,KSS,,,363,5.141
Contemporary,KSS,,,363,5.141
Contemporary,KSS,,,363,5.141
Contemporary,KSS,,,363,5.244
Contemporary,KSS,,,363,5.347
Contemporary,KSS,,,363,5.347
Contemporary,KSS,,,363,5.347
Contemporary,KSS,,,363,5.347
Contemporary,KSS,,,363,5.347
Contemporary,KSS,,,363,5.347
Contemporary,KSS,,,363,5.347
Contemporary,KSS,,,363,5.141
Contemporary,KSS,,,363,5.141
Contemporary,KSS,,,363,5.141
Contemporary,KSS,,,363,5.244
Contemporary,KSS,,,363,5.244
Contemporary,KSS,,,363,5.347
Contemporary,KSS,,,363,5.347
Contemporary,KSS,,,364,5.347
Contemporary,KSS,,,364,5.347
Contemporary,KSS,,,364,5.347
Contemporary,KSS,,,364,5.45
Contemporary,KSS,,,364,5.45
Contemporary,KSS,,,364,5.45
Contemporary,KSS,,,364,5.45
Contemporary,KSS,,,364,5.45
Contemporary,KSS,,,364,5.45
Contemporary,KSS,,,364,5.45
Contemporary,KSS,,,364,5.45
Contemporary,KSS,,,364,5.45
Contemporary,KSS,,,364,5.45
Contemporary,KSS,,,364,5.552
Contemporary,KSS,,,364,5.552
Contemporary,KSS,,,364,5.552
Contemporary,KSS,,,364,5.552
Contemporary,KSS,,,364,5.45
Contemporary,KSS,,,364,5.45
Contemporary,KSS,,,364,5.244
Contemporary,KSS,,,364,5.244
Contemporary,KSS,,,364,5.244
Contemporary,KSS,,,364,5.347
Contemporary,KSS,,,364,5.347
Contemporary,KSS,,,365,5.347
Contemporary,KSS,,,365,5.347
Contemporary,KSS,,,365,5.347
Contemporary,KSS,,,365,5.347
Contemporary,KSS,,,365,5.347
Contemporary,KSS,,,365,5.45
Contemporary,KSS,,,365,5.45
Contemporary,KSS,,,365,5.347
Contemporary,KSS,,,365,5.347
Contemporary,KSS,,,365,5.347
Contemporary,KSS,,,365,5.347
Contemporary,KSS,,,365,5.45
Contemporary,KSS,,,365,5.45
Contemporary,KSS,,,365,5.347
Contemporary,KSS,,,365,5.347
Contemporary,KSS,,,365,5.347
Contemporary,KSS,,,365,5.347
Contemporary,KSS,,,365,5.347
Contemporary,KSS,,,365,5.45
Contemporary,KSS,,,365,5.45
Contemporary,KSS,,,365,5.037
Contemporary,KSS,,,365,5.244
Contemporary,KSS,,,365,5.244
Contemporary,KSS,,,365,5.244
Contemporary,KSS,,,366,5.244
Contemporary,KSS,,,366,5.244
Contemporary,KSS,,,366,5.347
Contemporary,KSS,,,366,5.244
Contemporary,KSS,,,366,5.244
Contemporary,KSS,,,366,5.347
Contemporary,KSS,,,366,4.519
Contemporary,KSS,,,366,4.831
Contemporary,KSS,,,366,5.037
Contemporary,KSS,,,366,5.037
Contemporary,KSS,,,366,5.037
Contemporary,KSS,,,366,5.141
Contemporary,KSS,,,366,5.244
Contemporary,KSS,,,366,5.244
Contemporary,KSS,,,366,5.347
Contemporary,KSS,,,366,5.347
Contemporary,KSS,,,366,5.347
Contemporary,KSS,,,366,5.347
Contemporary,KSS,,,366,5.347
Contemporary,KSS,,,366,5.347
Contemporary,KSS,,,366,5.347
Contemporary,KSS,,,366,5.347
Contemporary,KSS,,,366,5.347
Contemporary,KSS,,,366,5.347
Contemporary,KSS,,,1,5.347
Contemporary,KSS,,,1,5.347
Contemporary,KSS,,,1,5.347
Contemporary,KSS,,,1,5.347
Contemporary,KSS,,,1,5.347
Contemporary,KSS,,,1,5.347
Contemporary,KSS,,,1,5.45
Contemporary,KSS,,,1,5.45
Contemporary,KSS,,,1,5.45
Contemporary,KSS,,,1,5.45
Contemporary,KSS,,,1,5.45
Contemporary,KSS,,,1,5.552
Contemporary,KSS,,,1,5.552
Contemporary,KSS,,,1,5.552
Contemporary,KSS,,,1,5.552
Contemporary,KSS,,,1,5.552
Contemporary,KSS,,,1,5.347
Contemporary,KSS,,,1,5.141
Contemporary,KSS,,,1,5.037
Contemporary,KSS,,,1,5.141
Contemporary,KSS,,,1,5.141
Contemporary,KSS,,,1,5.141
Contemporary,KSS,,,1,5.244
Contemporary,KSS,,,1,5.244
Contemporary,KSS,,,2,5.244
Contemporary,KSS,,,2,5.244
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.244
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.244
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.347
Contemporary,KSS,,,2,5.244
Contemporary,KSS,,,2,5.244
Contemporary,KSS,,,3,5.244
Contemporary,KSS,,,3,5.244
Contemporary,KSS,,,3,5.244
Contemporary,KSS,,,3,5.347
Contemporary,KSS,,,3,5.347
Contemporary,KSS,,,3,5.141
Contemporary,KSS,,,3,5.244
Contemporary,KSS,,,3,5.244
Contemporary,KSS,,,3,5.244
Contemporary,KSS,,,3,5.244
Contemporary,KSS,,,3,5.347
Contemporary,KSS,,,3,5.347
Contemporary,KSS,,,3,5.347
Contemporary,KSS,,,3,5.347
Contemporary,KSS,,,3,5.347
Contemporary,KSS,,,3,5.347
Contemporary,KSS,,,3,5.347
Contemporary,KSS,,,3,5.347
Contemporary,KSS,,,3,5.347
Contemporary,KSS,,,3,5.347
Contemporary,KSS,,,3,5.347
Contemporary,KSS,,,3,5.347
Contemporary,KSS,,,3,5.347
Contemporary,KSS,,,3,5.347
Contemporary,KSS,,,4,5.347
Contemporary,KSS,,,4,5.347
Contemporary,KSS,,,4,5.347
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,4,5.244
Contemporary,KSS,,,5,5.244
Contemporary,KSS,,,5,5.244
Contemporary,KSS,,,5,5.244
Contemporary,KSS,,,5,5.244
Contemporary,KSS,,,5,5.244
Contemporary,KSS,,,5,5.244
Contemporary,KSS,,,5,5.244
Contemporary,KSS,,,5,5.244
Contemporary,KSS,,,5,5.244
Contemporary,KSS,,,5,5.244
Contemporary,KSS,,,5,5.244
Contemporary,KSS,,,5,5.244
Contemporary,KSS,,,5,5.244
Contemporary,KSS,,,5,5.141
Contemporary,KSS,,,5,5.141
Contemporary,KSS,,,5,5.141
Contemporary,KSS,,,5,5.141
Contemporary,KSS,,,5,5.141
Contemporary,KSS,,,5,5.141
Contemporary,KSS,,,5,5.141
Contemporary,KSS,,,5,5.141
Contemporary,KSS,,,5,5.244
Contemporary,KSS,,,5,5.244
Contemporary,KSS,,,5,5.244
Contemporary,KSS,,,6,5.141
Contemporary,KSS,,,6,5.141
Contemporary,KSS,,,6,5.244
Contemporary,KSS,,,6,5.244
Contemporary,KSS,,,6,5.244
Contemporary,KSS,,,6,5.244
Contemporary,KSS,,,6,5.244
Contemporary,KSS,,,6,5.244
Contemporary,KSS,,,6,5.244
Contemporary,KSS,,,6,5.244
Contemporary,KSS,,,6,5.141
Contemporary,KSS,,,6,5.037
Contemporary,KSS,,,6,5.141
Contemporary,KSS,,,6,5.141
Contemporary,KSS,,,6,5.141
Contemporary,KSS,,,6,5.141
Contemporary,KSS,,,6,4.831
Contemporary,KSS,,,6,4.831
Contemporary,KSS,,,6,4.934
Contemporary,KSS,,,6,4.934
Contemporary,KSS,,,6,4.934
Contemporary,KSS,,,6,5.037
Contemporary,KSS,,,6,5.037
Contemporary,KSS,,,6,5.037
Contemporary,KSS,,,7,5.037
Contemporary,KSS,,,7,5.037
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,4.934
Contemporary,KSS,,,7,5.037
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,7,5.141
Contemporary,KSS,,,8,5.141
Contemporary,KSS,,,8,5.141
Contemporary,KSS,,,8,5.141
Contemporary,KSS,,,8,5.141
Contemporary,KSS,,,8,5.141
Contemporary,KSS,,,8,5.141
Contemporary,KSS,,,8,5.141
Contemporary,KSS,,,8,5.141
Contemporary,KSS,,,8,5.141
Contemporary,KSS,,,8,5.141
Contemporary,KSS,,,8,5.141
Contemporary,KSS,,,8,5.141
Contemporary,KSS,,,8,5.141
Contemporary,KSS,,,8,5.141
Contemporary,KSS,,,8,5.141
Contemporary,KSS,,,8,5.141
Contemporary,KSS,,,8,4.934
Contemporary,KSS,,,8,4.831
Contemporary,KSS,,,8,4.831
Contemporary,KSS,,,8,4.831
Contemporary,KSS,,,8,4.831
Contemporary,KSS,,,8,4.831
Contemporary,KSS,,,8,4.831
Contemporary,KSS,,,8,4.934
Contemporary,KSS,,,9,4.934
Contemporary,KSS,,,9,5.037
Contemporary,KSS,,,9,5.037
Contemporary,KSS,,,9,5.037
Contemporary,KSS,,,9,5.037
Contemporary,KSS,,,9,5.037
Contemporary,KSS,,,9,5.037
Contemporary,KSS,,,9,5.037
Contemporary,KSS,,,9,5.141
Contemporary,KSS,,,9,5.141
Contemporary,KSS,,,9,5.141
Contemporary,KSS,,,9,5.141
Contemporary,KSS,,,9,5.141
Contemporary,KSS,,,9,5.141
Contemporary,KSS,,,9,5.141
Contemporary,KSS,,,9,5.141
Contemporary,KSS,,,9,5.141
Contemporary,KSS,,,9,5.141
Contemporary,KSS,,,9,5.141
Contemporary,KSS,,,9,5.141
Contemporary,KSS,,,9,5.141
Contemporary,KSS,,,9,5.141
Contemporary,KSS,,,9,5.141
Contemporary,KSS,,,9,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,10,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.141
Contemporary,KSS,,,11,5.037
Contemporary,KSS,,,11,5.037
Contemporary,KSS,,,11,5.037
Contemporary,KSS,,,11,5.037
Contemporary,KSS,,,12,5.037
Contemporary,KSS,,,12,5.037
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,12,5.037
Contemporary,KSS,,,12,5.037
Contemporary,KSS,,,12,5.037
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,12,5.037
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,12,5.141
Contemporary,KSS,,,13,5.141
Contemporary,KSS,,,13,5.141
Contemporary,KSS,,,13,5.141
Contemporary,KSS,,,13,5.141
Contemporary,KSS,,,13,5.141
Contemporary,KSS,,,13,5.141
Contemporary,KSS,,,13,5.141
Contemporary,KSS,,,13,5.141
Contemporary,KSS,,,13,5.141
Contemporary,KSS,,,13,5.141
Contemporary,KSS,,,13,5.141
Contemporary,KSS,,,13,5.037
Contemporary,KSS,,,13,5.141
Contemporary,KSS,,,13,5.141
Contemporary,KSS,,,13,5.141
Contemporary,KSS,,,13,5.141
Contemporary,KSS,,,13,5.141
Contemporary,KSS,,,13,5.037
Contemporary,KSS,,,13,4.934
Contemporary,KSS,,,13,5.037
Contemporary,KSS,,,13,5.037
Contemporary,KSS,,,13,5.037
Contemporary,KSS,,,13,5.037
Contemporary,KSS,,,13,5.037
Contemporary,KSS,,,14,5.037
Contemporary,KSS,,,14,5.037
Contemporary,KSS,,,14,5.037
Contemporary,KSS,,,14,5.037
Contemporary,KSS,,,14,5.037
Contemporary,KSS,,,14,5.037
Contemporary,KSS,,,14,5.037
Contemporary,KSS,,,14,5.037
Contemporary,KSS,,,14,5.037
Contemporary,KSS,,,14,5.037
Contemporary,KSS,,,14,5.037
Contemporary,KSS,,,14,5.141
Contemporary,KSS,,,14,5.141
Contemporary,KSS,,,14,5.141
Contemporary,KSS,,,14,5.141
Contemporary,KSS,,,14,5.141
Contemporary,KSS,,,14,5.141
Contemporary,KSS,,,14,5.141
Contemporary,KSS,,,14,5.037
Contemporary,KSS,,,14,4.934
Contemporary,KSS,,,14,4.934
Contemporary,KSS,,,14,4.934
Contemporary,KSS,,,14,5.037
Contemporary,KSS,,,14,5.037
